Invoice ID,Receipt ID,Invoice ID/ Name (From Priority),Invoice Issue Date,Invoice/ Receivable files,Differnce between Shipping & Invoice (ILS),Order,Shipping (Lookup),Shipping,Shipment number (Buyer's ref.),Shipping Amount,Commission from Buyer (Eur/ $),VAT Amount ₪,"Grand total, before VAT ₪",Invoice Total Amount (After VAT) ₪,Exchange Rate (EU Central Bank),Received amount ₪,Buyer Company,Supplier,Status,Invoice type,Invoice description,Invoice company (Issuer),First Created,Order line (Order Line)
"SI246000155, 10  - Order: 000202-SHF [115367],Crispy food, Denmark",RC249000047,SI246000155,7/10/2024,חשבונית 246000155.pdf,42988.98,Order: 000202-SHF [115367],"10  - Order: 000202-SHF [115367],Crispy food, Denmark","10  - Order: 000202-SHF [115367],Crispy food, Denmark",29323,36779.4,1287.279,902.25,5307.33,6209.58,4.1229,6209.58,Shufersal,"Crispy food, Denmark",New,Commision invoice,דגני בוקר,Foodz.ex,"By SmartSuite Automation on 10 Jan, 2025 at 7:58 PM",
"SI246000156, 20, 30  - Order: 000208-SHF [115166],Helwa, Netherlands",RC249000047,SI246000156,7/10/2024,קובץ חשבוניות-189.pdf,72851.02,Order: 000208-SHF [115166],"20, 30  - Order: 000208-SHF [115166],Helwa, Netherlands","20, 30  - Order: 000208-SHF [115166],Helwa, Netherlands",,65011,1625.275,1139.15,6700.87,7840.02,4.122,7840.02,Shufersal,"Helwa, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000157, 10, 20  - Order: 000166-SHF [115252],Ciemme, Italy",RC249000047,SI246000157,7/10/2024,קובץ חשבוניות-190.pdf,38920.55,Order: 000166-SHF [115252],"10, 20  - Order: 000166-SHF [115252],Ciemme, Italy","10, 20  - Order: 000166-SHF [115252],Ciemme, Italy",29437,33298.66,1165.4531000000002,816.86,4805.03,5621.89,4.1229,5621.69,Shufersal,"Ciemme, Italy",Paid,Commision invoice,Gluten-free gnocchi,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000158, 10, 20  - Order: 000167-SHF [115216],Pastificio Mennucci S.P.A, Italy",RC249000047,SI246000158,7/10/2024,קובץ חשבוניות-191.pdf,20415.710000000003,Order: 000167-SHF [115216],"10, 20  - Order: 000167-SHF [115216],Pastificio Mennucci S.P.A, Italy","10, 20  - Order: 000167-SHF [115216],Pastificio Mennucci S.P.A, Italy",,17834.74,535.0422,375.01,2205.96,2580.97,4.12299,2580.97,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,Gluten free fusilli,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000159, 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy",RC249000047,SI246000159,7/10/2024,חשבונית 246000159.pdf,36229.14,Order: 000378-SHF [115297],"130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy | 30, 40  - Order: 000378-SHF [115297],La Doria, Italy | 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy","110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy",29451,30996,1084.86,760.37,4472.77,5233.14,,,Shufersal,"La Doria, Italy",New,Commision invoice,עגבניות,Foodz.ex,"By Success Management on 15 Jan, 2025 at 1:18 PM",
"SI246000154, 10, 20  - Order: 000246-MMOA [1001523],Mueloliva , Spain",,SI246000154,6/10/2024,קובץ חשבוניות-187.pdf,24575.03,"Order: 000245-SHF [1013887], Order: 000459-MMOA [1013887]",,"10, 20  - Order: 000246-MMOA [1001523],Mueloliva , Spain",-,,0.000,3570.73,21004.3,24575.03,4,24575.03,Shufersal,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000153,",RC249000042,SI246000153,30/9/2024,קובץ חשבוניות-186.pdf,123553.16,Order: 000457-SHF [Adanim ],,,,110312.88,3860.9508,1923.8,11316.48,13240.28,3.836,13240.28,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000152,",,SI246000152,29/9/2024,קובץ חשבוניות-185.pdf,32821.09,Order: 000246-MMOA [1001523],"10, 20  - Order: 000246-MMOA [1001523],Mueloliva , Spain",,-,,0.000,4768.88,28052.21,32821.09,4,32821.09,Shufersal,"Mueloliva , Spain",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000151, 10  - Order: 000221-PRP [1000471-5/3],Solana, Italy",RC249000045,SI246000151,18/9/2024,קובץ חשבוניות-184.pdf,26595.04,Order: 000221-PRP [1000471-5/3],"10  - Order: 000221-PRP [1000471-5/3],Solana, Italy","10  - Order: 000221-PRP [1000471-5/3],Solana, Italy",,22880,800.8,539.79,3175.25,3715.04,3.9651,3715.04,ProPlus,"Solana, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000146,",RC249000043,SI246000146,10/9/2024,קובץ חשבוניות-179.pdf,49194.71,,,,,24619.68,492.3936,3570.73,21004.3,24575.03,3.836,24575.03,Marav Mazonkol (Osher Ad),"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000148,",RC249000039,SI246000148,10/9/2024,קובץ חשבוניות-181.pdf,37532.35,Order: 000378-SHF [115297],"130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy | 30, 40  - Order: 000378-SHF [115297],La Doria, Italy | 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy",,,32186.64,1126.5323999999998,776.73,4568.98,5345.71,3.836,5345.71,Shufersal,"La Doria, Italy",Paid,Commision invoice,TOMATO PASTA,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000149, 10, 20  - Order: 000379-SHF [115300],Ciemme, Italy",RC249000039,SI246000149,10/9/2024,קובץ חשבוניות-182.pdf,5156.27,Order: 000379-SHF [115300],"10, 20  - Order: 000379-SHF [115300],Ciemme, Italy","10, 20  - Order: 000379-SHF [115300],Ciemme, Italy",,,0.000,749.2,4407.07,5156.27,3.836,5156.27,Shufersal,"Ciemme, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000070, 10, 20, 30  - Order: 000336-SHF [115089],Viube/Grupo Apex/ Mikso, Spain",,SI246000070,4/9/2024,חשבונית 246000070.pdf,18045.48,Order: 000336-SHF [115089],"10, 20, 30  - Order: 000336-SHF [115089],Viube/Grupo Apex/ Mikso, Spain","10, 20, 30  - Order: 000336-SHF [115089],Viube/Grupo Apex/ Mikso, Spain",28861,15834,475.02,321.33,1890.15,2211.48,4,0,Shufersal,"Viube/Grupo Apex/ Mikso, Spain",Paid,Commision invoice,צ'יפס ירקות,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000147,",RC249000039,SI246000147,4/9/2024,קובץ חשבוניות-180.pdf,2248.13,Order: 000459-MMOA [1013887],,,,,0.000,326.65,1921.48,2248.13,3.836,2248.13,Shufersal,"Viube/Grupo Apex/ Mikso, Spain",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000144,",RC249000043,SI246000144,14/8/2024,קובץ חשבוניות-177.pdf,15414.33,Order: 000459-MMOA [1013887],,,"20670,20671,20675-20673",,0.000,2239.69,13174.64,15414.33,3.836,15414.33,Marav Mazonkol (Osher Ad),"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000145,",RC249000041,SI246000145,13/8/2024,קובץ חשבוניות-178.pdf,44658.729999999996,Order: 000401-CIML [10005551],"20  - Order: 000401-CIML [10005551],Poyraz, Turkey | 10  - Order: 000401-CIML [10005551],Poyraz, Turkey",,,9439.6,188.792,5117.31,30101.82,35219.13,3.836,35219.13,H. Cohen Import Marketing & Logistics Ltd,"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000137, 20  - Order: 000234-SHF [114744],Maas Intersales, Netherlands",RC249000038,SI246000137,6/8/2024,קובץ חשבוניות-170.pdf,10085.21,Order: 000234-SHF [114744],"- Order: 000234-SHF [114744],Maas Intersales, Netherlands | - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 20  - Order: 000234-SHF [114744],Maas Intersales, Netherlands | 10  - Order: 000234-SHF [114744],Maas Intersales, Netherlands","20  - Order: 000234-SHF [114744],Maas Intersales, Netherlands",,,0.000,1465.37,8619.84,10085.21,3.836,10085.21,Shufersal,"Maas Intersales, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000138,",RC249000038,SI246000138,6/8/2024,קובץ חשבוניות-171.pdf,9684.91,Order: 000352-SHF [115233],,,,,0.000,1407.21,8277.7,9684.91,3.836,9684.91,Shufersal,"Vicenzi, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000139, 10  - Order: 000450-SHF [115227],Coppenrath Feingebäck GmbH, Germany",RC249000038,SI246000139,6/8/2024,קובץ חשבוניות-172.pdf,2515.69,Order: 000450-SHF [115227],"10  - Order: 000450-SHF [115227],Coppenrath Feingebäck GmbH, Germany","10  - Order: 000450-SHF [115227],Coppenrath Feingebäck GmbH, Germany",,,0.000,365.53,2150.16,2515.69,3.836,2515.69,Shufersal,"Coppenrath Feingebäck GmbH, Germany",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000140,",RC249000038,SI246000140,6/8/2024,קובץ חשבוניות-173.pdf,9968.53,Order: 000378-SHF [115297],"130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy | 30, 40  - Order: 000378-SHF [115297],La Doria, Italy | 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy",,,,0.000,1448.42,8520.11,9968.53,3.836,9968.53,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000141,",RC249000038,SI246000141,6/8/2024,קובץ חשבוניות-174.pdf,3387.08,Order: 000369-SHF [115222],,,,,0.000,492.14,2894.94,3387.08,3.836,3387.08,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000142,",RC249000038,SI246000142,6/8/2024,קובץ חשבוניות-175.pdf,3531.04,Order: 000369-SHF [115222],,,,,0.000,513.06,3017.98,3531.04,3.836,3531.04,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000143, 20  - Order: 000376-SHF [115290],Ardo, Belgium",RC249000038,SI246000143,6/8/2024,קובץ חשבוניות-176.pdf,25789.75,Order: 000376-SHF [115290],"20  - Order: 000376-SHF [115290],Ardo, Belgium | 10  - Order: 000376-SHF [115290],Ardo, Belgium","20  - Order: 000376-SHF [115290],Ardo, Belgium",,22559.04,676.7711999999999,469.42,2761.29,3230.71,3.836,3230.71,Shufersal,"Ardo, Belgium",Paid,Commision invoice,REGUIAR GREEN BEANS,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000126,",RC249000038,SI246000126,30/7/2024,קובץ חשבוניות-159.pdf,3472.41,Order: 000377-SHF [115271],,,,,0.000,504.54,2967.87,3472.41,3.836,3472.41,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000127,",RC249000038,SI246000127,30/7/2024,קובץ חשבוניות-160.pdf,3870.38,Order: 000374-SHF [115239],,,,,0.000,562.36,3308.02,3870.38,3.836,3870.38,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000128,",RC249000038,SI246000128,30/7/2024,קובץ חשבוניות-161.pdf,4977.72,Order: 000375-SHF [115247],"10  - Order: 000375-SHF [115247],Ciemme, Italy",,,,0.000,723.26,4254.46,4977.72,3.836,4977.72,Shufersal,"Ciemme, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000129,",RC249000038,SI246000129,30/7/2024,קובץ חשבוניות-162.pdf,4274.24,Order: 000352-SHF [115233],,,,,0.000,621.04,3653.2,4274.24,3.836,4274.24,Shufersal,"Vicenzi, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000130,",RC249000038,SI246000130,30/7/2024,קובץ חשבוניות-163.pdf,2234.33,Order: 000367-SHF [115173],,,,,0.000,324.65,1909.68,2234.33,3.836,2234.33,Shufersal,"Viube/Grupo Apex/ Mikso, Spain",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000131, 10  - Order: 000347-SHF [115162],La Doria, Italy",RC249000038,SI246000131,30/7/2024,קובץ חשבוניות-164.pdf,18602.61,Order: 000347-SHF [115162],"10, 30, 20  - Order: 000347-SHF [115162],La Doria, Italy | 30, 40  - Order: 000347-SHF [115162],La Doria, Italy | 10  - Order: 000347-SHF [115162],La Doria, Italy","10  - Order: 000347-SHF [115162],La Doria, Italy",,15973,559.055,382.08,2247.53,2629.61,4.0202,2629.61,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000134, 50, 60  - Order: 000327-SHF [114557],La Doria, Italy",RC249000038,SI246000134,30/7/2024,,40418.41,Order: 000327-SHF [114557],"10, 20  - Order: 000327-SHF [114557],La Doria, Italy | 30, 40  - Order: 000327-SHF [114557],La Doria, Italy | 50, 60  - Order: 000327-SHF [114557],La Doria, Italy","50, 60  - Order: 000327-SHF [114557],La Doria, Italy",29260 ,34705,1214.675,830.15,488326,5713.41,3.7798,5713.41,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By SmartSuite Automation on 8 Jan, 2025 at 9:51 AM",
"SI246000123,",RC249000037,SI246000123,28/7/2024,קובץ חשבוניות-156.pdf,30951.67,Order: 000457-SHF [Adanim ],,,,29905,1046.675,152.08,894.59,1046.67,3.836,1046.67,ProPlus,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000124,",RC249000037,SI246000124,28/7/2024,קובץ חשבוניות-157.pdf,534601.67,Order: 000457-SHF [Adanim ],,,,516523.36,18078.3176,2626.76,15451.55,18078.31,3.836,18078.31,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000125,",RC249000037,SI246000125,28/7/2024,קובץ חשבוניות-158.pdf,104531.33,Order: 000457-SHF [Adanim ],,,,100996.46,3534.8761000000004,513.61,3021.26,3534.87,3.836,3534.87,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 12:25 AM",
"SI246000118,",RC249000035,SI246000118,14/7/2024,קובץ חשבוניות-151.pdf,15319.85,,,,20587-20583,,0.000,2225.96,13093.89,15319.85,3.836,15319.85,Marav Mazonkol (Osher Ad),"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000114,",,SI246000114,8/7/2024,קובץ חשבוניות-147.pdf,476403.71,Order: 000459-MMOA [1013887],,,-,,0.000,69221.05,407182.66,476403.71,4,476403.71,Marav Mazonkol (Osher Ad),"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000113,",,SI246000113,7/7/2024,קובץ חשבוניות-146.pdf,12533.27,Order: 000459-MMOA [1013887],,,-,,0.000,1821.07,10712.2,12533.27,4,12533.27,Marav Mazonkol (Osher Ad),"Poyraz, Turkey",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000068, 20, 10  - Order: 000442-SHF [115000],Polenghi, Italy",,SI246000068,4/7/2024,חשבונית 246000068.pdf,32226.32,Order: 000442-SHF [115000],"20, 10  - Order: 000442-SHF [115000],Polenghi, Italy","20, 10  - Order: 000442-SHF [115000],Polenghi, Italy",,12233,428.155,289.63,1703.69,19993.32,3.9791,0,Shufersal,"Polenghi, Italy",Paid,Commision invoice,מיץ לימון,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 9:55 PM",
"SI246000069, 20  - Order: 000411-SHF [115048],Ardo, Belgium",,SI246000069,4/7/2024,חשבונית 246000069.pdf,27997.55,Order: 000411-SHF [115048],"10  - Order: 000411-SHF [115048],Ardo, Belgium | 40  - Order: 000411-SHF [115048],Ardo, Belgium | 20  - Order: 000411-SHF [115048],Ardo, Belgium | 30  - Order: 000411-SHF [115048],Ardo, Belgium","20  - Order: 000411-SHF [115048],Ardo, Belgium",,24566.45,859.82575,498.54,2932.56,3431.1,3.9791,0,Shufersal,"Ardo, Belgium",Paid,Commision invoice,ירקות קפואים,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 10:08 PM",
"SI246000112, 1  - Order: 000508-PRP [5/2],Solana, Italy",RC249000036,SI246000112,30/6/2024,קובץ חשבוניות-145.pdf,26617.62,Order: 000508-PRP [5/2],"1  - Order: 000508-PRP [5/2],Solana, Italy","1  - Order: 000508-PRP [5/2],Solana, Italy",,22880,800.8,543.07,3194.55,3737.62,3.9892,3737.62,ProPlus,"Solana, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000111,",,SI246000111,27/6/2024,קובץ חשבוניות-144.pdf,971.01,Order: 000245-SHF [1013887],,,57284796,,0.000,141.09,829.92,971.01,4,971.01,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000110, 20, 10, 30  - Order: 000360-SHF [115138],Helwa, Netherlands",RC249000031,SI246000110,16/6/2024,קובץ חשבוניות-143.pdf,9748.93,Order: 000360-SHF [115138],"20, 10, 30  - Order: 000360-SHF [115138],Helwa, Netherlands","20, 10, 30  - Order: 000360-SHF [115138],Helwa, Netherlands",28987,,0.000,1416.51,8332.42,9748.93,3.836,9748.93,Shufersal,"Helwa, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000195, 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy",,SI246000195,11/6/2024,חשבונית.pdf,36271.8,Order: 000378-SHF [115297],"130, 140, 150, 160  - Order: 000378-SHF [115297],La Doria, Italy | 30, 40  - Order: 000378-SHF [115297],La Doria, Italy | 110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy","110, 120, 100, 90  - Order: 000378-SHF [115297],La Doria, Italy",,30996,1084.86,766.57,4509.23,5275.8,4,249000047,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Operation Manager on 12 Jan, 2025 at 9:05 PM",
"SI246000100,",,SI246000100,5/6/2024,קובץ חשבוניות-133.pdf,94511.2,Order: 000360-SHF [115138],"20, 10, 30  - Order: 000360-SHF [115138],Helwa, Netherlands",,28987 ,82812.56,2070.314,1699.8,9998.84,11698.64,4,11698.64,Shufersal,"Helwa, Netherlands",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000101,",RC249000031,SI246000101,5/6/2024,קובץ חשבוניות-134.pdf,19583.010000000002,Order: 000377-SHF [115271],,,29083 ,17159.02,514.7706,352.2,2071.79,2423.99,3.836,2423.99,Shufersal,"Pastificio Mennucci S.P.A, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000102, 20, 10  - Order: 000358-SHF [115113],Balconi, Italy",RC249000031,SI246000102,5/6/2024,קובץ חשבוניות-135.pdf,26264.45,Order: 000358-SHF [115113],"20, 10  - Order: 000358-SHF [115113],Balconi, Italy","20, 10  - Order: 000358-SHF [115113],Balconi, Italy",29077 ,22548.24,676.4472000000001,539.96,3176.25,3716.21,3.836,3716.21,Shufersal,"Balconi, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000103,",RC249000031,SI246000103,5/6/2024,קובץ חשבוניות-136.pdf,5172.06,Order: 000361-SHF [115119],,,29066 ,2586.03,90.51105000000001,375.75,2210.28,2586.03,3.836,2586.03,Shufersal,"Ciemme, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000104, 30, 20, 10  - Order: 000344-SHF [115144],Viube/Grupo Apex/ Mikso, Spain",RC249000031,SI246000104,5/6/2024,קובץ חשבוניות-137.pdf,18118.75,Order: 000344-SHF [115144],"30, 20, 10  - Order: 000344-SHF [115144],Viube/Grupo Apex/ Mikso, Spain","30, 20, 10  - Order: 000344-SHF [115144],Viube/Grupo Apex/ Mikso, Spain",29033 ,15876,476.28,325.87,1916.88,2242.75,3.836,2242.75,Shufersal,"Viube/Grupo Apex/ Mikso, Spain",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000105,",RC249000031,SI246000105,5/6/2024,קובץ חשבוניות-138.pdf,105670.81000000001,"Order: 000410-SHF [115132], Order: 000411-SHF [115048]","50  - Order: 000410-SHF [115132],Ardo, Belgium | 30  - Order: 000410-SHF [115132],Ardo, Belgium | 10  - Order: 000411-SHF [115048],Ardo, Belgium | 40  - Order: 000411-SHF [115048],Ardo, Belgium | 20  - Order: 000411-SHF [115048],Ardo, Belgium | 30  - Order: 000411-SHF [115048],Ardo, Belgium",,28865,92219.46,2766.5838,1954.47,11496.68,13451.35,3.836,13451.35,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000106,",RC249000031,SI246000106,5/6/2024,קובץ חשבוניות-139.pdf,30464.44,Order: 000410-SHF [115132],"50  - Order: 000410-SHF [115132],Ardo, Belgium | 30  - Order: 000410-SHF [115132],Ardo, Belgium",,29022 ,26693.55,800.8064999999999,547.91,3222.98,3770.89,4,3770.89,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000107,",RC249000031,SI246000107,5/6/2024,קובץ חשבוניות-140.pdf,27992.33,Order: 000359-SHF [115115],"10  - Order: 000359-SHF [115115],Ardo, Belgium",,29032 ,24527.43,735.8229000000001,503.45,2961.45,3464.9,3.836,3464.9,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000108, 30, 40  - Order: 000347-SHF [115162],La Doria, Italy",RC249000031,SI246000108,5/6/2024,קובץ חשבוניות-141.pdf,18600.98,Order: 000347-SHF [115162],"10, 30, 20  - Order: 000347-SHF [115162],La Doria, Italy | 30, 40  - Order: 000347-SHF [115162],La Doria, Italy | 10  - Order: 000347-SHF [115162],La Doria, Italy","30, 40  - Order: 000347-SHF [115162],La Doria, Italy",,15969.12,558.9192,382.41,2249.45,2631.86,3.836,2631.86,Shufersal,"La Doria, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000109, 1  - Order: 000503-PRP [6/2400958],Solana, Italy1  - Order: 000504-PRP [6/2400958],Solana, Italy",RC249000032,SI246000109,5/6/2024,קובץ חשבוניות-142.pdf,26627.09,Order: 000504-PRP [6/2400958],"1  - Order: 000504-PRP [6/2400958],Solana, Italy","1  - Order: 000503-PRP [6/2400958],Solana, Italy, 1  - Order: 000504-PRP [6/2400958],Solana, Italy",,22880,800.8,544.45,3202.64,3747.09,3.9993,3747.09,ProPlus,"Solana, Italy",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"246000094SI, 20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",RC249000025,246000094SI,15/5/2024,חשבונית 246000094.pdf,90616.32,Order: 000469-SHF [115110],"10  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey | 20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey","20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",,90616.32,2718.4896000000003,,,,3.7436,,Shufersal,"Balconi, Italy",Paid,Commision invoice,,Foodz.ex,"By Operation Manager on 14 Jan, 2025 at 12:17 PM",
"SI246000092,",RC249000033,SI246000092,15/5/2024,קובץ חשבוניות-125.pdf,3623.23,,,,,,0.000,526.45,3096.78,3623.23,3.836,3623.23,Harduf - All Organics,"Armada foods, Turkey",Paid,,,,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000093,",RC249000025,SI246000093,12/5/2024,קובץ חשבוניות-126.pdf,2644.18,,,,,,0.000,384.2,2259.98,2644.18,3.836,2644.18,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000093, 10  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",,SI246000093,12/5/2024,חשבונית 246000093.pdf,63055.06,Order: 000469-SHF [115110],"10  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey | 20, 30  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey","10  - Order: 000469-SHF [115110],Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",28955,60410.88,604.1088,384.2,2259.98,2644.18,3.741,,Shufersal,"Abalıoğlu Yağ Sanayi ve Ticaret A.Ş., Turkey",Paid,Commision invoice,שמן חמניות,Foodz.ex,"By Success Management on 14 Jan, 2025 at 12:54 PM",
"SI246000094,",RC249000025,SI246000094,12/5/2024,קובץ חשבוניות-127.pdf,3902.62,,,,,,0.000,567.05,3335.57,3902.62,3.836,3902.62,Shufersal,,Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
"SI246000088, 10  - Order: 000411-SHF [115048],Ardo, Belgium",RC249000025,SI246000088,8/5/2024,קובץ חשבוניות-121.pdf,33877.44,Order: 000411-SHF [115048],"10  - Order: 000411-SHF [115048],Ardo, Belgium | 40  - Order: 000411-SHF [115048],Ardo, Belgium | 20  - Order: 000411-SHF [115048],Ardo, Belgium | 30  - Order: 000411-SHF [115048],Ardo, Belgium","10  - Order: 000411-SHF [115048],Ardo, Belgium",,29694.6,890.8379999999999,607.76,3575.08,4182.84,3.836,4182.84,Shufersal,"Ardo, Belgium",Paid,Commision invoice,,Foodz.ex,"By Udi Stryk on 28 Dec, 2024 at 3:23 PM",
